"id","name","category","brand","issues","purpose","status","condition","dailyRentalPrice","createdAt","imageURL","role","description","image"
"b0AHl03amRl6BNQ0jNqy","캐논 EOS 7D (a)","Filming","Canon","cf카드","","available","정상","","{""_seconds"":1743396728,""_nanoseconds"":104000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743396726296_930951_1.avif?alt=media&token=6247e41b-a2b0-4177-98ac-f3d924124734",,"6",
"b6Dyqgj2HAWwnHg0TrxS","카메라 가방 (a)","ETC","","상기 이미지와 다를 수 있습니다","","available","정상","","{""_seconds"":1743488368,""_nanoseconds"":97000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743615309712_3197023_1.avif?alt=media&token=b38d4c62-74e7-4824-9393-1414c9b818f3",,"90",
"cO278X3zjyL2uICb9Fm3","오큘러스 DK2","VR device","","","","available","정상","","{""_seconds"":1743487520,""_nanoseconds"":931000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743617775599_1398756949_thumb.jpg?alt=media&token=c0b99d36-d551-406c-b257-4ba11bc49dba",,"80",
"dC0GZnkl7CrxuTijxhoj","캐논 LP-E6 배터리 (b)","Battery","Canon","사용 원활 X","","available","정상","","{""_seconds"":1743402331,""_nanoseconds"":98000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743612086226_793756_1.avif?alt=media&token=189fe5db-55fb-4e1c-9cdd-1d38ead260bb",,"46.2",
"eZfY62byA9H5KqwBa89i","삼성 HMD 오디세이 MR/VR","VR device","Samsung","","","available","정상","","{""_seconds"":1743487666,""_nanoseconds"":20000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743617791600_mmHMD-Odyssey-2.png?alt=media&token=08e80714-9a03-4e6a-901e-9f1c9ba542c6",,"81",
"gTFPmIxVz3YvwHPs3zcK","캐논 EF-S 18-135mm F 3.5-5.6 (a)","Filming","Canon","렌즈 앞캡 없음","","available","주의","","{""_seconds"":1743397885,""_nanoseconds"":265000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743397883022_4a803e2db6.jpg?alt=media&token=fa9ba5eb-9f13-4fba-baaf-f5e603eb909c",,"",
"gpnZlDz5BlmFt9llbwmI","Sony 배터리 차저","Battery","","소니 np-fw50 배터리 호환
","","available","정상","","{""_seconds"":1743484850,""_nanoseconds"":479000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743617889019_d8c53cba857d96c6251586c6d3ba72d859925a3cf872e9e70d0a02968d41.jpg?alt=media&token=bd29e6fa-ea54-4de9-bc7f-c2a4d1dc3b99",,"70",
"grKSOVpdyBq8vD7nuFj6","소니 NP-FW50 배터리","Battery","Sony","소니 A7S2 호환","","available","정상","","{""_seconds"":1743401946,""_nanoseconds"":181000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743610194630_1126062_1.avif?alt=media&token=13329fe9-041c-4c34-870d-b4307eadfc47",,"",
"hU9AA2QSj5Enq5SlN83m","이동식 크로마키 (b)","ETC","","","","available","정상","","{""_seconds"":1743401826,""_nanoseconds"":868000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743617522492_b78f9fadc7ad41d6135f7d4eba54a3848e298ca6b180f2c6bf2c9b3a510a.jpg?alt=media&token=c5e16450-63d1-466a-bde8-e98b940c9599",,"42",
"hu6l8Ke3CLYni1oeAhds","Nikon 배터리 차저 (b)","Battery","","","","available","정상","","{""_seconds"":1743484779,""_nanoseconds"":99000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743617484394_shopping.avif?alt=media&token=04474664-0197-4d61-9b2c-df8a15d9c266",,"65",
"iB0nqtfA12oGwuSYt02E","K&f concept  렌즈 어뎁터 (캐논 ef - 소니 e 마운트 변환)","ETC","K&F concept","","","available","정상","","{""_seconds"":1743401217,""_nanoseconds"":836000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743401216621_1000593031035_i1_350.jpg?alt=media&token=7e3e0bd7-225e-486c-aa53-bfa1ede36206",,"38",
"ik1B1VCTt6V6hLokKWcg","sd 카드 리더기 (c)","ETC","","","","available","정상","","{""_seconds"":1743484695,""_nanoseconds"":442000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743617924946_1939422_1.avif?alt=media&token=689d4219-c594-41f7-958c-7c43c3a3284f",,"61",
"j8TY08KM9uh46qb9X28J","밀리부 삼각","Filming","Miliboo","팬 바 고정 잘 안됨","","available","주의","","{""_seconds"":1743399610,""_nanoseconds"":815000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743610227095_7243333_1.jpg?alt=media&token=4f359c9b-c4ff-41fb-8104-5ce6ddcf331b",,"24",
"jTEytEX4KBG4MC2EoETi","소니 알파 A7C","Filming","Sony","","","available","정상","","{""_seconds"":1743020839,""_nanoseconds"":892000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743021281675_12296429_1.jpg?alt=media&token=d8840100-a59a-4350-9763-1723339163d4",,"1",
"jvski5lJMGDhYIkKhVPz","고프로 히어로 5 세션 (a)","Filming","Gopro","","","available","정상","","{""_seconds"":1743488311,""_nanoseconds"":432000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743618112471_3285296_1.avif?alt=media&token=7b5fc3fb-a13d-4f6c-87be-db738347fe5e",,"9",
"ke9FsNyMt7xDNkNO6eR5","탐론 EF-S 17-50mm F 2.8 (b)","Filming","Tamron","전면뚜껑 없음","","available","정상","","{""_seconds"":1743397724,""_nanoseconds"":420000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743397722470_141263_1.avif?alt=media&token=cff32c38-f6ba-4874-9c25-c17d65cb492d",,"",
"lFV2tUTKQUWiROHtPX3r","ZOOM H2N 보이스레코더 (a)","Sound","Zoom","","","available","정상","","{""_seconds"":1743405019,""_nanoseconds"":682000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743610251708_7322812_1.jpg?alt=media&token=3f251c43-ff34-441a-b0f2-f644157b8c71",,"71",
"o7NePdRpJCNQNIsBqkL2","C 스탠드 ","Lighting","","","","available","정상","","{""_seconds"":1743400901,""_nanoseconds"":527000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743610344627_11548466_1.jpg?alt=media&token=d1920492-1733-4641-b451-7c89d78c577a",,"37",
"oJLuzDgZFc0rlIjvU3C4","캐논 LP-E6  배터리 (d)","Battery","Canon","사용 원활 X","","available","정상","","{""_seconds"":1743402429,""_nanoseconds"":42000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743610314078_793756_1.avif?alt=media&token=ccdc3ad9-bdfa-4d67-ad2a-8d073c9eb2c9",,"46.4",
"pA3rWdZ3SZHpDA7BQlGB","니콘 en-el9 배터리 (b)","Battery","Nikon","니콘 3000D, 5000D 호환 가능","","available","정상","","{""_seconds"":1743402117,""_nanoseconds"":937000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743402115821_4a310d2d26.jpg?alt=media&token=45b29046-3089-4655-84a3-534a989dd392",,"45",
"rHQhJtfR6IBRlwyta2VN","고프로 히어로  5 세션 (b)","Filming","Gopro","화면 안나옴(고장)","","available","수리","","{""_seconds"":1743488268,""_nanoseconds"":916000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743618088534_3285296_1.avif?alt=media&token=1450318c-2f14-434d-8cc9-9a94b95c493f",,"10",
"sEKjJuFf3xBAzBMnjsrJ","V 마운트 배터리 (b)","Battery","Farseeing","14.8v / 8800mah / 130Wh","","available","정상","","{""_seconds"":1743403166,""_nanoseconds"":577000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743612108161_7320940_1.jpg?alt=media&token=1a58a7a6-3394-4613-8d6a-7cfe197e12ea",,"49",
"tlXKKwt9det11MemlxWN","삼양 EF VDSLR 85mm T1.5","Filming","Samyang","렌즈 프레임에 금이 가있음(사용에 지장 없음), 후면캡 없음","","available","주의","","{""_seconds"":1743398323,""_nanoseconds"":416000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743611939508_14375078_1.avif?alt=media&token=623da94b-8d5c-430b-aa5c-9080599e1e86",,"18",
"uszZo3JAqtoQCvtTz56h","니콘 3000D (b)","Filming","Nikon","전면뚜껑 없음","","available","주의","","{""_seconds"":1743397004,""_nanoseconds"":179000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743611961123_921872_1.avif?alt=media&token=bc9863a3-73f6-4cef-ba4a-abdf56c06252",,"",
"vatngHpqjQVDOaY8ShEK","V 마운트 배터리 충전","Battery","Farseeing","왼쪽 충전 잘 안됨","","available","정상","","{""_seconds"":1743403885,""_nanoseconds"":338000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743403882958_4b6e8941a6.jpg?alt=media&token=7acf2772-b12f-43a1-9131-1e2333640db0",,"53",
"wRBIVYAboyG8HoN4Q9yt","이동식 크로마키 (a)","ETC","","","","available","정상","","{""_seconds"":1743401813,""_nanoseconds"":715000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743617534759_b78f9fadc7ad41d6135f7d4eba54a3848e298ca6b180f2c6bf2c9b3a510a.jpg?alt=media&token=6262d1d4-502c-49cb-b15d-38bc1caf0ca2",,"41",
"xYypIfCTUrYu8svNVd2P","LED 조명 (b)","Lighting","","","","available","정상","","{""_seconds"":1744383983,""_nanoseconds"":996000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1744384064277_6230087_1.avif?alt=media&token=203929a5-fb3e-41c2-9007-d5a5f2b1c772",,"31",""
"zWggQ3J1fcKhIQEVV8nf","캐논 EF-S 18-135mm F 3.5-5.6 (b)","Filming","Canon","후면뚜껑 없음","","available","주의","","{""_seconds"":1743397932,""_nanoseconds"":932000000}","https://firebasestorage.googleapis.com/v0/b/equipment-rental-system-838f0.firebasestorage.app/o/camera-images%2F1743397930861_4a803e2db6.jpg?alt=media&token=a795dd26-9bf9-42e3-bdde-913ab1b68e64",,"16",
